Id,Age,Job,Sex,Marital,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CallStart,CallEnd,CarInsurance,IncomeGroup
264,34,admin,Female,married,0,-33,1,1,cellular,10,jul,1,-1,0,15:44:43,16:00:44,1,1
265,32,entrepreneur,Female,married,0,762,0,0,cellular,19,jul,11,-1,0,9:40:42,9:43:49,1,3
266,51,admin,Male,married,0,1415,1,0,telephone,2,jun,3,-1,0,11:49:39,11:52:10,0,1
267,47,self-employed,Male,married,0,14,1,0,cellular,15,may,1,-1,0,16:57:49,17:00:11,0,3
268,44,services,Female,married,0,742,0,0,telephone,30,jul,5,-1,0,10:10:18,10:11:35,0,2
269,66,technician,Female,married,0,0,0,0,cellular,6,feb,1,-1,0,11:06:59,11:19:30,1,3
270,61,blue-collar,Female,married,0,5,0,0,cellular,6,aug,2,94,3,13:54:28,14:03:50,1,1
271,41,blue-collar,Male,married,0,114,1,0,telephone,2,jun,3,-1,0,12:14:56,12:16:18,0,3
272,38,entrepreneur,Male,married,0,3249,1,0,telephone,2,jun,1,-1,0,15:25:20,15:31:44,0,2
273,54,housemaid,Male,married,0,440,0,0,cellular,19,nov,1,-1,0,17:23:00,17:24:29,0,1
274,48,unemployed,Female,divorced,0,201,0,0,cellular,10,feb,2,92,2,16:59:44,17:06:30,1,3
275,44,management,Male,single,0,1090,0,0,cellular,19,jul,4,532,2,15:09:06,15:12:30,1,1
276,50,technician,Female,married,0,-584,0,0,cellular,20,aug,2,-1,0,14:14:52,14:16:07,0,3
277,55,technician,Male,married,0,2055,1,0,telephone,16,may,4,-1,0,9:46:04,10:03:07,0,3
278,34,management,Female,married,0,697,0,0,cellular,5,aug,1,-1,0,11:02:47,11:05:33,0,1
279,50,housemaid,Female,divorced,0,120,1,0,cellular,21,jul,1,-1,0,12:52:02,12:53:41,0,3
280,34,blue-collar,Male,married,1,1,1,0,cellular,9,jul,1,-1,0,9:50:00,9:56:34,0,2
281,29,blue-collar,Male,married,0,76,1,0,cellular,6,feb,3,-1,0,12:19:39,12:22:57,0,2
282,46,management,Male,married,1,-333,0,1,cellular,30,jul,2,-1,0,17:58:16,18:08:13,0,3
283,58,self-employed,Female,divorced,0,1382,0,0,telephone,9,jun,1,-1,0,10:40:48,10:52:28,1,1
284,33,services,Male,married,0,804,1,1,telephone,8,may,1,-1,0,13:00:52,13:05:18,0,3
285,33,management,Female,single,0,87,0,0,cellular,12,aug,1,-1,0,15:39:09,15:55:27,1,1
286,60,retired,Male,divorced,0,514,0,0,cellular,15,oct,2,213,10,10:10:01,10:13:08,1,2
287,45,blue-collar,Male,married,0,0,0,0,cellular,14,aug,2,-1,0,17:57:45,18:01:20,0,3
288,31,student,Male,single,0,4951,0,0,cellular,17,sep,3,81,3,16:11:40,16:16:25,1,2
289,47,services,Male,married,0,1160,1,0,cellular,3,feb,2,221,4,10:13:10,10:15:07,0,3
290,39,entrepreneur,Female,married,0,0,0,0,cellular,31,jul,3,-1,0,15:25:23,15:26:33,0,2
291,32,blue-collar,Female,single,0,799,0,1,cellular,23,jul,6,-1,0,12:45:30,13:20:08,1,1
292,52,unemployed,Male,married,0,105,0,0,cellular,20,nov,1,-1,0,11:53:55,11:55:31,0,1
293,30,admin,Male,married,0,166,0,0,telephone,14,jun,1,-1,0,17:58:00,17:58:30,0,3
294,37,blue-collar,Female,married,0,903,1,0,cellular,20,apr,1,-1,0,15:41:00,15:43:04,0,3
295,47,services,Male,married,0,0,0,1,telephone,20,jun,2,-1,0,14:14:47,14:15:38,0,3
296,34,admin,Female,single,0,64,1,0,cellular,28,jul,2,-1,0,10:02:04,10:03:20,0,2
297,20,student,Male,single,0,457,0,0,cellular,16,jun,1,-1,0,12:17:11,12:20:45,0,3
298,25,self-employed,Male,single,0,42,1,0,cellular,5,jun,1,94,1,14:50:37,14:53:06,1,3
299,25,admin,Female,single,0,220,0,0,cellular,26,may,1,-1,0,13:29:01,13:30:09,0,1
300,23,services,Female,single,0,279,1,0,cellular,18,may,1,370,1,12:04:51,12:18:54,1,2
301,48,entrepreneur,Male,divorced,0,275,0,1,telephone,5,jun,1,-1,0,9:25:42,9:26:16,0,1
302,35,management,Female,married,0,0,0,0,cellular,26,aug,2,-1,0,15:56:11,16:03:27,0,2
303,30,management,Female,single,0,2344,1,0,cellular,20,oct,2,92,3,12:58:57,13:04:13,0,1
304,35,management,Female,married,0,8,0,0,cellular,23,apr,3,-1,0,14:02:03,14:03:36,1,1
305,37,management,Male,married,0,3737,0,0,cellular,7,jul,1,-1,0,10:15:03,10:18:47,1,2
306,35,technician,Female,single,0,147,0,0,cellular,21,aug,2,-1,0,15:04:04,15:06:18,0,2
307,44,entrepreneur,Male,married,0,1631,1,0,telephone,6,may,2,-1,0,9:57:25,10:03:11,0,2
308,30,student,Male,single,0,1779,0,0,cellular,11,aug,1,433,1,13:26:57,13:30:50,1,3
309,32,management,Male,single,0,933,1,0,cellular,12,may,4,307,1,14:17:15,14:19:42,0,3
310,19,student,Female,single,0,394,0,0,cellular,5,apr,3,-1,0,12:44:12,12:49:39,1,1
311,58,retired,Male,married,0,1227,0,0,cellular,2,feb,1,-1,0,11:03:29,11:08:06,0,2
312,29,management,Female,married,0,805,0,0,cellular,28,jan,1,-1,0,9:34:55,9:36:05,0,2
313,25,student,Female,single,0,722,0,0,telephone,21,apr,2,-1,0,15:14:38,15:25:01,1,3
314,40,management,Male,married,0,0,1,0,cellular,2,feb,1,-1,0,15:39:54,15:44:33,0,2
315,31,technician,Male,single,0,46,0,0,cellular,27,aug,6,-1,0,15:03:08,15:08:21,0,2
316,47,admin,Female,divorced,0,555,1,1,telephone,17,oct,1,-1,0,17:08:36,17:16:34,1,1
317,59,services,Male,divorced,0,1,1,0,cellular,28,jan,1,253,5,14:48:06,14:58:08,1,2
318,42,blue-collar,Female,married,0,3,1,0,telephone,20,nov,1,190,1,17:46:43,17:47:30,0,3
319,59,management,Female,divorced,0,17056,1,0,cellular,20,nov,2,-1,0,13:58:19,14:06:09,0,3
320,38,technician,Male,single,0,1255,1,0,cellular,6,may,1,170,4,17:04:45,17:06:45,0,3
321,33,services,Female,married,0,386,0,0,cellular,12,nov,1,92,4,15:17:15,15:21:28,1,2
322,30,blue-collar,Female,single,0,0,1,0,telephone,5,may,2,-1,0,17:54:15,17:54:20,0,2
323,31,self-employed,Male,married,0,94,0,0,cellular,22,aug,2,-1,0,10:11:55,10:21:34,1,3
324,52,admin,Female,divorced,0,725,1,0,cellular,20,apr,3,325,1,17:55:50,17:56:47,0,2
325,47,blue-collar,Female,married,0,1568,1,0,cellular,19,feb,1,262,7,9:54:03,10:00:31,1,2
326,27,self-employed,Female,single,0,152,0,0,cellular,30,jul,3,-1,0,13:56:47,13:58:07,0,3
327,56,technician,Male,married,0,28,1,0,telephone,15,may,1,-1,0,10:56:02,10:59:58,0,1
328,31,technician,Male,single,0,438,1,0,cellular,20,nov,1,100,2,15:06:18,15:09:03,0,3
329,77,retired,Male,married,0,29340,0,0,cellular,15,mar,1,91,2,16:50:53,16:55:10,1,2
330,29,management,Female,single,0,-105,1,0,telephone,27,may,3,-1,0,17:46:18,17:46:23,0,3
331,27,blue-collar,Male,single,0,535,0,0,cellular,16,aug,3,95,4,13:21:10,13:25:35,1,3
332,44,blue-collar,Male,married,0,797,1,0,cellular,17,apr,2,-1,0,14:17:03,14:21:09,0,1
333,61,management,Male,married,0,985,0,0,cellular,18,aug,6,-1,0,12:54:59,13:11:37,1,2
334,46,management,Male,divorced,0,1297,0,0,cellular,11,aug,3,-1,0,9:34:05,9:46:01,1,1
335,26,blue-collar,Male,single,0,-46,1,0,telephone,20,jun,7,-1,0,12:42:28,12:48:50,1,3
336,53,management,Female,married,0,2240,1,0,cellular,2,jun,2,385,1,14:05:55,14:10:37,1,3
337,20,student,Male,single,0,829,0,0,cellular,9,jul,2,-1,0,13:52:09,13:56:22,1,1
338,29,technician,Female,single,0,110,1,0,cellular,13,apr,1,-1,0,12:24:58,12:42:14,1,2
339,38,admin,Female,married,0,47,1,0,cellular,4,may,5,-1,0,15:17:54,15:22:42,1,3
340,35,blue-collar,Female,single,0,885,1,0,cellular,15,jul,6,-1,0,12:40:47,12:51:19,1,3
341,46,services,Female,divorced,0,0,0,0,telephone,20,jun,3,-1,0,13:36:57,13:54:00,1,1
342,32,blue-collar,Female,married,0,536,1,0,telephone,9,may,2,-1,0,16:26:43,16:30:11,0,2
343,52,technician,Male,married,0,137,0,0,cellular,6,jul,2,-1,0,16:31:45,16:35:32,1,3
344,26,technician,Male,single,0,170,1,0,cellular,10,jul,1,-1,0,12:02:15,12:10:21,0,1
345,33,services,Female,divorced,0,-297,1,0,telephone,26,may,2,-1,0,17:03:53,17:06:35,0,3
346,30,technician,Male,single,0,53,1,0,cellular,18,jul,5,-1,0,15:31:18,15:37:10,0,3
347,48,technician,Male,single,0,1245,0,0,cellular,13,oct,1,134,1,16:43:48,16:46:37,0,3
348,36,technician,Female,married,0,480,0,0,cellular,20,oct,1,-1,0,16:37:45,16:41:18,1,2
349,35,management,Male,single,0,1750,1,0,cellular,21,apr,3,-1,0,14:07:49,14:13:22,1,2
350,35,services,Male,married,0,5,0,0,cellular,30,jul,2,-1,0,15:23:16,15:25:49,0,2
351,31,technician,Male,married,0,4182,1,0,cellular,4,may,2,-1,0,17:17:31,17:23:18,1,1
352,39,blue-collar,Female,divorced,0,241,1,0,cellular,18,jul,2,-1,0,11:16:49,11:18:46,0,1
353,33,self-employed,Male,married,0,49,1,0,cellular,14,may,7,-1,0,14:04:32,14:07:22,0,3
354,57,retired,Female,married,0,0,0,0,cellular,12,aug,4,-1,0,15:26:29,15:28:25,0,3
355,30,technician,Female,single,0,458,0,0,cellular,20,nov,7,-1,0,14:16:30,14:17:21,0,3
356,40,blue-collar,Female,single,0,1101,1,0,telephone,16,may,1,-1,0,16:35:53,16:39:27,0,1
357,36,blue-collar,Female,married,0,9,1,0,telephone,18,jun,3,-1,0,13:56:55,13:58:47,0,3
358,36,blue-collar,Male,single,0,49,1,0,telephone,8,may,1,-1,0,12:16:51,12:23:36,0,3
359,32,management,Male,married,0,625,1,0,cellular,2,jun,1,56,2,15:53:38,15:59:30,0,3
360,37,admin,Female,married,0,1110,1,0,telephone,22,jul,11,-1,0,12:37:01,12:50:23,1,1
361,44,blue-collar,Female,married,0,138,1,0,telephone,8,may,3,-1,0,11:22:37,11:27:20,0,3
362,27,student,Female,single,0,3,0,0,cellular,28,jan,1,-1,0,14:15:28,14:17:39,0,3
363,50,blue-collar,Male,married,0,180,1,0,cellular,16,apr,2,-1,0,10:54:28,10:56:13,0,3
364,34,management,Female,single,0,5086,0,0,cellular,25,may,4,-1,0,13:24:47,13:28:20,1,1
365,57,management,Male,married,0,1052,1,0,telephone,13,may,4,-1,0,17:32:21,17:36:08,0,3
366,40,services,Female,married,0,0,0,0,cellular,31,jul,34,-1,0,9:59:46,10:00:52,0,1
367,32,blue-collar,Male,single,0,322,1,0,cellular,13,may,3,-1,0,9:47:12,9:51:05,0,1
368,33,technician,Female,single,0,647,1,1,cellular,4,feb,1,273,1,14:17:39,14:19:43,0,2
369,49,blue-collar,Male,divorced,0,10613,0,1,cellular,4,feb,1,-1,0,17:06:40,17:27:06,1,2
370,54,technician,Male,divorced,0,136,0,1,cellular,10,jul,4,-1,0,12:23:12,12:25:43,0,3
371,34,technician,Female,single,0,612,0,0,cellular,25,may,1,-1,0,9:28:46,9:30:17,0,2
372,28,unemployed,Female,single,0,434,1,0,cellular,30,apr,1,-1,0,14:57:00,15:01:17,0,1
373,32,services,Male,single,0,1168,1,0,cellular,16,nov,1,-1,0,17:41:04,17:47:55,1,2
374,41,admin,Male,divorced,0,4,1,0,cellular,5,feb,1,211,1,11:41:49,11:45:41,0,2
375,23,student,Female,single,0,480,0,0,cellular,9,feb,2,182,1,13:17:36,13:29:58,1,1
376,64,retired,Male,married,0,4787,0,0,cellular,28,apr,1,182,1,13:07:41,13:14:13,1,3
377,38,blue-collar,Male,married,0,2685,0,0,telephone,20,jun,12,-1,0,17:55:46,17:56:08,0,1
378,26,admin,Female,single,0,187,0,0,cellular,30,jan,2,-1,0,14:12:55,14:16:41,0,2
379,38,technician,Male,married,0,216,0,0,cellular,19,aug,4,-1,0,14:41:55,14:44:16,0,2
380,53,services,Male,married,0,-363,1,0,cellular,7,aug,2,-1,0,13:46:59,13:50:20,0,1
381,40,technician,Female,divorced,0,93,0,0,cellular,2,feb,2,-1,0,11:26:36,11:28:39,0,1
382,39,services,Female,married,0,3870,1,0,cellular,20,apr,1,-1,0,10:05:52,10:07:04,0,1
383,62,retired,Male,married,0,298,0,0,cellular,17,nov,2,-1,0,16:17:09,16:28:58,1,1
384,35,technician,Male,married,0,249,0,0,cellular,21,aug,8,-1,0,15:21:11,15:24:36,0,2
385,32,technician,Female,single,0,0,1,1,cellular,13,may,2,-1,0,14:26:16,14:33:36,1,1
386,57,admin,Female,married,0,1216,1,0,telephone,8,may,6,-1,0,12:29:36,12:33:51,0,2
387,35,housemaid,Male,married,0,1265,1,0,cellular,15,may,5,179,4,15:50:35,15:56:01,1,2
388,45,blue-collar,Male,single,0,143,0,0,telephone,5,jun,1,-1,0,12:49:45,12:53:06,0,1
389,30,services,Female,single,0,0,1,1,cellular,19,nov,1,-1,0,14:23:42,14:35:08,1,2
390,36,services,Female,married,0,4721,0,0,cellular,9,dec,3,-1,0,16:50:56,16:53:25,1,3
391,30,blue-collar,Male,single,0,5909,1,0,cellular,18,may,2,-1,0,17:15:16,17:22:16,1,1
392,33,admin,Male,married,0,1737,0,0,cellular,14,aug,2,106,2,15:22:17,15:26:05,0,1
393,60,blue-collar,Male,married,0,1262,1,1,telephone,13,may,1,-1,0,16:28:24,16:45:19,1,1
394,48,unemployed,Female,married,0,1849,1,0,telephone,2,jun,3,-1,0,17:30:25,17:36:10,0,1
395,24,management,Female,married,0,448,0,0,cellular,14,apr,1,-1,0,12:06:36,12:12:00,1,2
396,53,unemployed,Female,divorced,0,0,0,0,telephone,20,jun,2,-1,0,14:36:03,14:37:44,0,2
397,32,technician,Female,married,0,221,1,0,telephone,23,may,4,-1,0,14:20:39,14:24:23,0,3
398,26,management,Female,single,0,157,1,0,cellular,30,jan,2,-1,0,16:24:05,16:25:23,0,1
399,34,blue-collar,Female,divorced,0,882,0,1,telephone,20,oct,1,-1,0,17:32:48,17:33:12,0,3
400,31,admin,Male,single,0,3950,1,0,cellular,21,nov,1,-1,0,9:25:09,9:33:58,1,3
401,38,blue-collar,Male,married,0,814,1,0,cellular,4,feb,1,-1,0,14:11:47,14:16:53,0,3
402,51,blue-collar,Male,divorced,0,-19,1,0,cellular,13,may,1,296,11,14:58:27,15:12:16,1,1
403,36,management,Male,married,0,0,1,0,cellular,8,may,3,-1,0,17:02:27,17:07:35,1,1
404,24,admin,Female,single,0,674,1,0,cellular,6,jul,1,-1,0,11:47:51,11:52:18,1,1
405,27,admin,Male,divorced,0,451,1,0,cellular,16,jul,1,-1,0,16:47:31,16:58:23,1,2
406,77,retired,Male,married,0,992,0,0,cellular,27,apr,2,182,2,13:29:41,13:32:08,0,1
407,31,management,Female,single,0,0,0,0,cellular,21,aug,2,-1,0,14:21:22,14:25:25,0,1
408,45,services,Female,divorced,0,608,1,1,cellular,7,may,3,323,30,12:15:33,12:34:28,1,2
409,33,services,Female,married,0,387,1,0,cellular,7,apr,2,138,2,16:09:55,16:15:22,0,3
410,40,admin,Female,married,0,4775,0,0,cellular,15,sep,1,-1,0,17:12:02,17:15:37,1,1
411,35,management,Female,single,0,62,1,0,cellular,5,may,4,15,3,11:37:44,11:41:18,0,3
412,51,management,Female,married,0,2704,1,0,telephone,21,jul,1,-1,0,9:39:42,9:47:05,0,1
413,41,blue-collar,Female,married,0,-75,1,0,cellular,18,may,1,-1,0,13:19:32,13:21:27,0,2
414,35,management,Female,single,0,-324,0,1,cellular,21,jul,11,-1,0,17:56:02,18:12:27,1,2
415,71,retired,Male,divorced,0,1729,0,0,cellular,17,nov,2,-1,0,17:45:43,17:53:19,1,2
416,55,unemployed,Female,divorced,0,387,1,0,telephone,6,may,1,-1,0,10:29:23,10:44:41,1,2
417,42,management,Male,divorced,0,9,1,0,cellular,21,jul,1,-1,0,14:24:03,14:32:32,0,1
418,29,management,Female,married,0,0,1,0,cellular,6,may,2,-1,0,9:55:45,10:06:52,1,2
419,33,blue-collar,Male,single,0,129,1,1,cellular,30,apr,1,161,1,17:03:14,17:11:16,1,3
420,32,admin,Female,single,0,678,1,0,cellular,4,feb,1,246,4,13:02:51,13:29:10,1,3
421,51,management,Male,married,0,19313,0,0,telephone,21,nov,1,-1,0,12:01:46,12:02:22,0,1
422,32,management,Male,single,0,2551,1,0,cellular,21,jul,3,-1,0,15:16:01,15:26:39,1,2
423,64,retired,Male,married,0,2923,0,0,cellular,12,mar,1,-1,0,9:04:42,9:06:42,0,1
424,32,blue-collar,Male,married,0,0,1,0,cellular,11,may,3,-1,0,15:46:58,15:49:08,0,3
425,54,blue-collar,Female,divorced,0,2062,1,0,telephone,14,may,2,-1,0,10:39:02,10:46:20,0,3
426,38,management,Male,married,0,119,1,0,telephone,13,may,4,-1,0,15:07:56,15:17:24,1,3
427,26,technician,Male,single,0,1231,1,0,cellular,4,sep,1,93,7,12:39:15,12:43:05,1,2
428,58,management,Female,divorced,0,108,0,0,cellular,12,aug,4,-1,0,13:28:54,13:32:45,0,2
429,33,management,Male,married,0,1047,0,0,cellular,8,aug,4,-1,0,10:00:16,10:08:48,1,3
430,29,housemaid,Female,single,0,19,0,0,cellular,3,dec,1,230,1,14:52:11,14:56:45,1,1
431,31,admin,Male,married,0,33,1,0,cellular,5,may,2,-1,0,16:12:23,16:17:13,0,2
432,35,technician,Female,single,0,204,1,0,cellular,25,may,1,-1,0,16:29:42,16:33:38,1,1
433,45,admin,Female,married,0,0,0,1,telephone,15,jul,3,-1,0,13:28:12,13:37:05,1,3
434,34,management,Male,single,0,808,0,0,cellular,26,may,2,97,1,14:58:26,15:04:42,0,2
435,33,admin,Male,single,0,272,1,0,cellular,1,sep,2,92,3,10:30:11,10:35:04,1,2
436,32,services,Female,married,0,983,1,0,cellular,20,nov,2,133,1,16:57:59,17:06:19,1,3
437,53,technician,Female,married,0,3177,0,0,cellular,8,aug,2,-1,0,16:44:45,16:46:17,0,2
438,45,blue-collar,Female,married,0,-258,1,0,telephone,20,apr,5,-1,0,17:58:13,18:04:37,0,3
439,40,blue-collar,Female,married,0,669,1,0,telephone,26,may,3,-1,0,12:21:06,12:23:47,0,3
440,45,blue-collar,Male,married,0,121,0,0,cellular,29,aug,11,-1,0,15:04:14,15:05:47,0,1
441,43,management,Male,married,0,62,1,0,cellular,23,jul,3,-1,0,10:06:30,10:10:02,0,2
442,39,housemaid,Female,married,0,34,1,0,cellular,14,jul,3,-1,0,15:55:57,16:02:14,0,3
443,31,technician,Male,single,0,208,0,0,cellular,12,aug,7,-1,0,13:06:20,13:28:44,1,2
444,53,blue-collar,Female,married,0,0,0,0,cellular,21,aug,1,-1,0,17:18:41,17:21:56,0,2
445,32,management,Male,divorced,0,948,0,0,cellular,12,aug,2,-1,0,14:03:33,14:06:57,0,3
446,42,management,Female,married,0,2,1,1,telephone,4,may,9,-1,0,14:47:04,14:52:40,0,2
447,41,technician,Female,single,0,169,1,0,cellular,12,may,2,-1,0,17:55:22,17:57:18,0,2
448,35,blue-collar,Female,married,0,913,1,0,cellular,17,apr,2,-1,0,17:04:57,17:17:15,0,2
449,27,student,Male,single,0,0,0,0,telephone,8,may,2,-1,0,14:26:30,14:28:03,0,1
450,34,technician,Male,married,0,1072,0,1,cellular,5,feb,1,252,2,16:41:51,16:44:07,0,3
451,46,technician,Female,married,0,2149,1,0,cellular,15,apr,2,-1,0,12:12:51,12:17:33,1,2
452,46,management,Male,married,0,1299,1,0,cellular,14,jul,2,-1,0,14:49:23,14:51:07,0,1
453,45,unemployed,Male,divorced,0,728,1,1,cellular,18,nov,1,-1,0,10:26:57,10:28:44,0,1
454,26,blue-collar,Male,single,0,24,1,0,telephone,7,may,1,-1,0,12:37:10,12:40:10,0,1
455,42,management,Male,married,0,1519,0,0,cellular,19,jul,1,-1,0,14:05:15,14:09:43,1,1
456,69,retired,Female,married,0,0,0,0,cellular,28,apr,2,126,2,15:33:11,15:36:15,1,3
457,30,blue-collar,Male,single,0,799,0,0,telephone,13,jun,1,-1,0,12:19:25,12:30:39,1,2
458,42,management,Male,married,0,36,0,0,cellular,21,nov,3,-1,0,11:38:43,11:49:47,1,2
459,30,admin,Male,married,0,631,0,0,cellular,13,aug,3,-1,0,16:09:56,16:14:49,0,1
460,35,admin,Female,married,0,286,0,0,cellular,30,apr,2,-1,0,13:25:06,13:40:55,1,3
461,38,management,Male,married,0,536,1,0,cellular,22,jul,1,-1,0,14:27:19,14:31:27,1,1
462,27,blue-collar,Male,single,0,265,1,0,cellular,13,may,2,-1,0,11:21:51,11:40:30,1,2
463,39,management,Female,single,0,202,1,0,cellular,12,may,1,301,1,17:20:42,17:21:41,0,3
464,27,student,Female,single,0,538,0,0,cellular,4,jun,2,-1,0,16:52:57,16:55:01,1,3
465,49,technician,Female,single,0,-97,1,0,telephone,6,jun,2,-1,0,14:17:32,14:19:04,0,3
466,32,management,Male,single,0,0,0,0,cellular,5,feb,4,-1,0,12:53:51,13:03:01,1,2
467,48,technician,Female,married,0,1981,1,0,cellular,16,mar,3,238,2,9:44:12,9:49:03,0,2
468,31,admin,Female,married,0,0,1,0,telephone,14,may,2,-1,0,17:59:58,18:00:38,0,3
469,36,management,Female,married,0,789,1,1,cellular,10,jul,1,-1,0,10:42:34,10:43:54,0,1
470,34,entrepreneur,Female,married,0,455,1,0,cellular,20,nov,1,-1,0,16:14:10,16:15:38,0,1
471,18,student,Female,single,0,108,0,0,cellular,10,aug,1,-1,0,13:25:18,13:28:05,1,3
472,47,technician,Female,single,0,77,1,0,telephone,9,may,4,-1,0,16:29:45,16:31:08,0,2
473,39,entrepreneur,Female,married,0,350,1,0,cellular,24,jul,2,-1,0,15:32:18,15:36:08,0,2
474,44,entrepreneur,Male,married,0,624,0,0,telephone,14,aug,2,-1,0,14:37:23,14:46:35,1,1
475,42,blue-collar,Male,married,0,505,1,0,telephone,14,may,2,-1,0,17:56:07,18:04:48,0,1
476,56,admin,Female,married,0,3784,0,0,telephone,21,may,6,-1,0,10:27:56,10:39:08,0,2
477,40,blue-collar,Female,married,0,830,1,0,cellular,13,may,3,370,2,15:43:33,15:58:06,1,1
478,30,blue-collar,Female,married,0,791,1,1,cellular,22,jul,2,-1,0,15:38:13,15:40:30,0,1
479,32,entrepreneur,Male,married,0,4465,1,0,telephone,21,may,2,-1,0,15:29:27,15:32:08,0,1
480,51,blue-collar,Male,married,0,0,0,0,cellular,21,aug,4,-1,0,9:13:48,9:17:42,0,1
481,33,management,Female,single,0,718,1,0,cellular,6,apr,1,98,2,9:55:17,9:57:19,1,2
482,36,blue-collar,Female,married,0,1790,1,0,cellular,16,apr,2,-1,0,14:27:53,14:34:19,0,3
483,42,blue-collar,Male,married,0,2913,0,0,cellular,3,jun,1,195,1,14:45:37,14:57:22,1,1
484,38,management,Male,divorced,0,5455,1,0,telephone,27,may,3,-1,0,9:43:33,9:46:57,0,2
485,34,technician,Female,married,0,1,1,0,cellular,19,nov,1,-1,0,9:51:01,9:52:49,0,3
486,49,blue-collar,Female,married,0,408,0,0,cellular,12,aug,4,-1,0,13:20:29,13:29:48,1,3
488,41,blue-collar,Male,married,0,6596,1,0,cellular,20,nov,1,-1,0,15:42:47,15:44:15,0,3
489,59,management,Female,married,0,3779,0,0,cellular,18,aug,3,-1,0,16:15:28,16:17:01,0,1
490,53,management,Female,married,0,20772,0,0,cellular,4,feb,1,-1,0,17:03:50,17:15:45,0,3
491,45,management,Female,married,0,786,0,0,cellular,10,sep,3,-1,0,16:28:13,16:29:37,1,3
492,41,technician,Female,single,0,28,0,0,telephone,16,may,1,-1,0,15:17:41,15:18:32,0,3
493,56,blue-collar,Female,married,0,284,0,1,telephone,3,feb,4,204,4,12:03:08,12:05:12,0,2
494,51,services,Male,single,0,516,1,0,cellular,13,may,1,363,1,13:55:39,14:01:49,0,3
495,38,management,Male,divorced,0,155,1,0,telephone,20,jun,26,-1,0,11:35:38,11:36:03,0,1
496,33,blue-collar,Female,married,0,-191,1,1,cellular,9,jul,4,-1,0,17:10:35,17:32:05,1,1
497,36,student,Male,single,0,17,0,0,cellular,22,apr,1,-1,0,12:32:28,12:42:49,1,1
498,44,management,Male,married,0,795,0,0,cellular,28,aug,24,-1,0,15:50:15,15:51:54,0,1
499,36,technician,Female,married,0,331,0,0,cellular,22,aug,4,-1,0,17:44:15,17:48:14,0,1
500,31,technician,Male,single,0,846,0,0,cellular,26,may,3,205,2,12:23:41,12:30:26,1,2
501,36,technician,Male,single,0,12264,0,0,cellular,12,apr,2,-1,0,9:01:53,9:04:31,1,1
502,25,blue-collar,Male,single,0,292,1,1,cellular,18,may,2,-1,0,13:14:08,13:31:15,1,3
503,51,self-employed,Female,married,0,95,1,0,cellular,23,jul,4,-1,0,13:01:35,13:23:24,1,2
504,38,services,Female,married,0,775,0,0,cellular,12,feb,3,182,2,12:46:03,13:16:38,1,1
505,32,technician,Male,single,0,6402,1,0,cellular,6,may,1,167,1,16:47:25,16:50:03,0,3
506,49,admin,Female,single,0,275,0,0,telephone,8,may,1,-1,0,9:48:13,9:48:27,0,2
507,37,blue-collar,Female,married,0,489,1,0,telephone,2,jun,1,-1,0,12:55:03,12:55:27,0,2
508,36,blue-collar,Female,married,0,599,1,0,telephone,21,may,2,-1,0,16:39:55,16:50:44,1,2
509,43,management,Male,married,0,1429,1,0,cellular,7,may,1,169,3,10:04:09,10:21:19,1,1
510,49,services,Female,married,0,2416,1,0,cellular,16,apr,1,-1,0,11:37:57,12:00:43,1,2
511,32,blue-collar,Male,divorced,0,380,0,0,cellular,25,jul,2,-1,0,15:40:55,15:41:43,0,2
512,60,management,Male,divorced,0,0,0,0,cellular,5,aug,3,-1,0,14:08:24,14:18:27,1,2
513,43,blue-collar,Female,married,0,223,1,0,cellular,4,feb,2,204,2,16:17:19,16:19:11,0,2
514,53,admin,Female,single,0,654,0,0,telephone,10,jul,1,-1,0,16:06:09,16:07:16,1,3
515,57,management,Male,married,0,2261,1,0,telephone,8,may,1,-1,0,9:59:25,10:16:12,0,2
516,45,technician,Male,single,0,410,1,0,telephone,30,may,4,-1,0,11:32:26,11:47:17,1,3
517,33,admin,Female,married,0,177,1,0,cellular,11,may,1,-1,0,12:23:37,12:25:17,0,1
518,56,blue-collar,Female,married,0,2163,0,0,telephone,31,jul,3,-1,0,10:18:54,10:19:25,0,1
